Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Shooshtarian S., Lam C.K.C., Kenawy I.","36603540800;57037781900;55536133500;","Outdoor thermal comfort assessment: A review on thermal comfort research in Australia",2020,"Building and Environment","177",,"106917","","",,22,"10.1016/j.buildenv.2020.106917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084339334&doi=10.1016%2fj.buildenv.2020.106917&partnerID=40&md5=56f641910153ddb5024604a4f2584e0f","School of Property, Construction and Project Management, RMIT University, Melbourne, Australia; School of Atmospheric Sciences, Guangdong Province Key Laboratory for Climate Change and Natural Disaster Studies, Sun Yat-sen University, Guangzhou, China; Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), Zhuhai, China; Guangdong Provincial Field Observation and Research Station for Climate Environment and Air Quality Change in the Pearl River Estuary, China; School of Science, Engineering and Environment, University of Salford, Salford, United Kingdom","Shooshtarian, S., School of Property, Construction and Project Management, RMIT University, Melbourne, Australia; Lam, C.K.C., School of Atmospheric Sciences, Guangdong Province Key Laboratory for Climate Change and Natural Disaster Studies, Sun Yat-sen University, Guangzhou, China, Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai), Zhuhai, China, Guangdong Provincial Field Observation and Research Station for Climate Environment and Air Quality Change in the Pearl River Estuary, China; Kenawy, I., School of Science, Engineering and Environment, University of Salford, Salford, United Kingdom","Lam, C.K.C.; School of Atmospheric Sciences, China; email: linzug@mail.sysu.edu.cn",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85084339334
"Malik J., Bardhan R., Hong T., Piette M.A.","57202199627;57201372193;7202830430;7005821900;","Contextualising adaptive comfort behaviour within low-income housing of Mumbai, India",2020,"Building and Environment","177",,"106877","","",,15,"10.1016/j.buildenv.2020.106877","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083717932&doi=10.1016%2fj.buildenv.2020.106877&partnerID=40&md5=e11a0925d75dd3cd65bd1b5c5229e403","Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Mumbai, 400076, India; Department of Architecture, University of CambridgeCB2 1PX, United Kingdom; Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States","Malik, J., Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Mumbai, 400076, India, Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Bardhan, R., Centre for Urban Science and Engineering, Indian Institute of Technology Bombay, Mumbai, 400076, India, Department of Architecture, University of CambridgeCB2 1PX, United Kingdom; Hong, T., Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Piette, M.A., Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States","Malik, J.; Centre for Urban Science and Engineering, India; email: jeetika.malik@iitb.ac.in",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85083717932
"Zhang S., Lu Y., Lin Z.","57192270407;57216413157;55664254300;","Coupled thermal comfort control of thermal condition profile of air distribution and thermal preferences",2020,"Building and Environment","177",,"106867","","",,3,"10.1016/j.buildenv.2020.106867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083419993&doi=10.1016%2fj.buildenv.2020.106867&partnerID=40&md5=53d778bc2f7b5ab12365ab3ecff54fb5","Division of Building Science and Technology, City University of Hong Kong, Hong Kong, China; Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong, China","Zhang, S., Division of Building Science and Technology, City University of Hong Kong, Hong Kong, China; Lu, Y., Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong, China; Lin, Z., Division of Building Science and Technology, City University of Hong Kong, Hong Kong, China","Lin, Z.; Division of Building Science and Technology, Hong Kong, China; email: bsjzl@cityu.edu.hk",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85083419993
"Wang Z., Cao B., Lin B., Zhu Y.","57196351709;36436721800;7403508277;57198950567;","Investigation of thermal comfort and behavioral adjustments of older people in residential environments in Beijing",2020,"Energy and Buildings","217",,"110001","","",,10,"10.1016/j.enbuild.2020.110001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083339304&doi=10.1016%2fj.enbuild.2020.110001&partnerID=40&md5=4dcfa5706099a02f08dc8ce9984781f3","Department of Building Science, School of Architecture, Tsinghua UniversityBeijing, China; Key Laboratory of Eco Planning & Green Building, Ministry of Education (Tsinghua University)Beijing, China","Wang, Z., Department of Building Science, School of Architecture, Tsinghua UniversityBeijing, China, Key Laboratory of Eco Planning & Green Building, Ministry of Education (Tsinghua University)Beijing, China; Cao, B., Department of Building Science, School of Architecture, Tsinghua UniversityBeijing, China, Key Laboratory of Eco Planning & Green Building, Ministry of Education (Tsinghua University)Beijing, China; Lin, B., Department of Building Science, School of Architecture, Tsinghua UniversityBeijing, China, Key Laboratory of Eco Planning & Green Building, Ministry of Education (Tsinghua University)Beijing, China; Zhu, Y., Department of Building Science, School of Architecture, Tsinghua UniversityBeijing, China, Key Laboratory of Eco Planning & Green Building, Ministry of Education (Tsinghua University)Beijing, China","Cao, B.; Department of Building Science, China; email: caobin@tsinghua.edu.cn",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85083339304
"Jiang Y., Wang Z., Lin B., Mumovic D.","36065463100;56176432100;7403508277;14040664500;","Development of a health data-driven model for a thermal comfort study",2020,"Building and Environment","177",,"106874","","",,6,"10.1016/j.buildenv.2020.106874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083286779&doi=10.1016%2fj.buildenv.2020.106874&partnerID=40&md5=991c7ef98ea0be1c3ec89f56eefda4de","XIN Center, Tsinghua University, Beijing, 100084, China; Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA  94720, United States; Department of Building Science, School of Architecture, Tsinghua University, Beijing, 100084, China; Institute for Environmental Design and Engineering, University of College London, London, WC1H 0NN, United Kingdom","Jiang, Y., XIN Center, Tsinghua University, Beijing, 100084, China; Wang, Z., Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA  94720, United States; Lin, B., Department of Building Science, School of Architecture, Tsinghua University, Beijing, 100084, China; Mumovic, D., Institute for Environmental Design and Engineering, University of College London, London, WC1H 0NN, United Kingdom","Jiang, Y.; XIN Center, China; email: yjiang-xin@tsinghua.edu.cn",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85083286779
"Kumar S., Singh M.K., Mathur A., Košir M.","57192280113;55319636100;36110250200;23389897000;","Occupant's thermal comfort expectations in naturally ventilated engineering workshop building: A case study at high metabolic rates",2020,"Energy and Buildings","217",,"109970","","",,13,"10.1016/j.enbuild.2020.109970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082859297&doi=10.1016%2fj.enbuild.2020.109970&partnerID=40&md5=cf1150c26cf235b77a09d84f34b5c808","Mechanical Engineering Department, Dr. B R Ambedkar National Institute of Technology, Jalandhar, Punjab  144011, India; University of Ljubljana, Faculty of Civil and Geodetic Engineering, Jamova 2, Ljubljana, 1000, Slovenia; Mechanical Engineering Department, Global Institute of Technology, Jaipur, 302017, India","Kumar, S., Mechanical Engineering Department, Dr. B R Ambedkar National Institute of Technology, Jalandhar, Punjab  144011, India; Singh, M.K., University of Ljubljana, Faculty of Civil and Geodetic Engineering, Jamova 2, Ljubljana, 1000, Slovenia; Mathur, A., Mechanical Engineering Department, Global Institute of Technology, Jaipur, 302017, India; Košir, M., University of Ljubljana, Faculty of Civil and Geodetic Engineering, Jamova 2, Ljubljana, 1000, Slovenia","Singh, M.K.; University of Ljubljana, Jamova 2, Slovenia",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85082859297
"Coulby G., Clear A., Jones O., Godfrey A.","57217066321;27267515600;57217071072;23008307200;","A scoping review of technological approaches to environmental monitoring",2020,"International Journal of Environmental Research and Public Health","17","11","3995","","",,25,"10.3390/ijerph17113995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086035889&doi=10.3390%2fijerph17113995&partnerID=40&md5=b7ddde4cb5d46ecd8039b8ae3a26e57c","Department of Computer and Information Sciences, Faculty of Engineering and Environment, Northumbria University, Newcastle Upon Tyne, NE1 8ST, United Kingdom; Department of Technologies, Ryder Architecture, Newcastle Upon Tyne, NE1 3NN, United Kingdom","Coulby, G., Department of Computer and Information Sciences, Faculty of Engineering and Environment, Northumbria University, Newcastle Upon Tyne, NE1 8ST, United Kingdom; Clear, A., Department of Computer and Information Sciences, Faculty of Engineering and Environment, Northumbria University, Newcastle Upon Tyne, NE1 8ST, United Kingdom; Jones, O., Department of Technologies, Ryder Architecture, Newcastle Upon Tyne, NE1 3NN, United Kingdom; Godfrey, A., Department of Computer and Information Sciences, Faculty of Engineering and Environment, Northumbria University, Newcastle Upon Tyne, NE1 8ST, United Kingdom","Godfrey, A.; Department of Computer and Information Sciences, United Kingdom; email: alan.godfrey@northumbria.ac.uk",,"MDPI AG",16617827,,,"32512865","English","Int. J. Environ. Res. Public Health",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85086035889
"Schweiker M., Ampatzi E., Andargie M.S., Andersen R.K., Azar E., Barthelmes V.M., Berger C., Bourikas L., Carlucci S., Chinazzo G., Edappilly L.P., Favero M., Gauthier S., Jamrozik A., Kane M., Mahdavi A., Piselli C., Pisello A.L., Roetzel A., Rysanek A., Sharma K., Zhang S.","26327037800;55326949500;56315594400;24448187200;36975172200;57170605200;57210910056;55587492900;55331189400;57188722359;57212002987;57215547194;55256594600;56520058000;57211690838;7006750113;56532466200;54896291600;35316379500;54394269800;57216336336;57216347188;","Review of multi‐domain approaches to indoor environmental perception and behaviour",2020,"Building and Environment","176",,"106804","","",,67,"10.1016/j.buildenv.2020.106804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083157808&doi=10.1016%2fj.buildenv.2020.106804&partnerID=40&md5=d5f0780f8327f5473ee6a360d7218545","Building Science Group, Karlsruhe Institute of Technology, Karlsruhe, Germany; Welsh School of Architecture, Cardiff University, Cardiff, United Kingdom; Department of Civil and Mineral Engineering, University of Toronto, Toronto, Canada; International Centre for Indoor Environment and Energy, Technical University of Denmark, Kgs. Lyngby, Denmark; Department of Industrial and Systems Engineering, Khalifa UniversityAbu Dhabi, United Arab Emirates; Thermal Engineering for the Built Environment Laboratory, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Department of Building Physics and Building Ecology, TU WienVienna, Austria; Lancaster Institute for the Contemporary Arts, Lancaster University, United Kingdom; Energy, Environment, And Water Research Center, The Cyprus InstituteNicosia, Cyprus; Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Department of Civil and Environmental Engineering, Northwestern University, Evanston, United States; Department of Civil Engineering, Building Technology and Construction Management, Indian Institute of Technology Madras, India; Faculty of Engineering & Physical Sciences, University of Southampton, Southampton, United Kingdom; Independent consultant, Montreal, Canada; Department of Civil and Environmental Engineering, Northeastern University, Boston, MA, United States; Department of Engineering, University of Perugia, Perugia, Italy; School of Architecture and Built Environment, Deakin University, Geelong, Australia; School of Architecture and Landscape Architecture, The University of British Columbia, Vancouver, BC, Canada; Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, ON, Canada; Institute of Occupational, Social and Environmental Medicine, RWTH Aachen University, Aachen, Germany","Schweiker, M., Building Science Group, Karlsruhe Institute of Technology, Karlsruhe, Germany, Institute of Occupational, Social and Environmental Medicine, RWTH Aachen University, Aachen, Germany; Ampatzi, E., Welsh School of Architecture, Cardiff University, Cardiff, United Kingdom; Andargie, M.S., Department of Civil and Mineral Engineering, University of Toronto, Toronto, Canada; Andersen, R.K., International Centre for Indoor Environment and Energy, Technical University of Denmark, Kgs. Lyngby, Denmark; Azar, E., Department of Industrial and Systems Engineering, Khalifa UniversityAbu Dhabi, United Arab Emirates; Barthelmes, V.M., Thermal Engineering for the Built Environment Laboratory, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Berger, C., Department of Building Physics and Building Ecology, TU WienVienna, Austria; Bourikas, L., Lancaster Institute for the Contemporary Arts, Lancaster University, United Kingdom; Carlucci, S., Energy, Environment, And Water Research Center, The Cyprus InstituteNicosia, Cyprus, Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Chinazzo, G., Department of Civil and Environmental Engineering, Northwestern University, Evanston, United States; Edappilly, L.P., Building Science Group, Karlsruhe Institute of Technology, Karlsruhe, Germany, Department of Civil Engineering, Building Technology and Construction Management, Indian Institute of Technology Madras, India; Favero, M., Department of Civil and Environmental Engineering, Norwegian University of Science and Technology, Trondheim, Norway; Gauthier, S., Faculty of Engineering & Physical Sciences, University of Southampton, Southampton, United Kingdom; Jamrozik, A., Independent consultant, Montreal, Canada; Kane, M., Department of Civil and Environmental Engineering, Northeastern University, Boston, MA, United States; Mahdavi, A., Department of Building Physics and Building Ecology, TU WienVienna, Austria; Piselli, C., Department of Engineering, University of Perugia, Perugia, Italy; Pisello, A.L., Department of Engineering, University of Perugia, Perugia, Italy; Roetzel, A., School of Architecture and Built Environment, Deakin University, Geelong, Australia; Rysanek, A., School of Architecture and Landscape Architecture, The University of British Columbia, Vancouver, BC, Canada; Sharma, K., Department of Civil and Environmental Engineering, Northeastern University, Boston, MA, United States; Zhang, S., Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, ON, Canada","Schweiker, M.; Building Science Group, Germany; email: marcel.schweiker@kit.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85083157808
"Omidvar A., Kim J.","24778433200;57189969323;","Modification of sweat evaporative heat loss in the PMV/PPD model to improve thermal comfort prediction in warm climates",2020,"Building and Environment","176",,"106868","","",,18,"10.1016/j.buildenv.2020.106868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083002603&doi=10.1016%2fj.buildenv.2020.106868&partnerID=40&md5=133221dd063d3ff249aa28825e133960","School of Architecture, Design and Planning, The University of SydneyNSW, Australia; Department of Mechanical Engineering, Shiraz University of Technology, Shiraz, Iran","Omidvar, A., School of Architecture, Design and Planning, The University of SydneyNSW, Australia, Department of Mechanical Engineering, Shiraz University of Technology, Shiraz, Iran; Kim, J., School of Architecture, Design and Planning, The University of SydneyNSW, Australia","Omidvar, A.; Shiraz University of Technology, P. O. Box: 71555-313, Iran; email: omidvar@sutech.ac.ir",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85083002603
"Gauthier S., Bourikas L., Al-Atrash F., Bae C., Chun C., de Dear R., Hellwig R.T., Kim J., Kwon S., Mora R., Pandya H., Rawal R., Tartarini F., Upadhyay R., Wagner A.","55256594600;55587492900;57211515340;26649809000;7101953897;57509153500;36196638600;57189969323;43861380100;7006807791;57216220702;55504010600;57194517775;57210936207;35239050700;","The colours of comfort: From thermal sensation to person-centric thermal zones for adaptive building strategies",2020,"Energy and Buildings","216",,"109936","","",,2,"10.1016/j.enbuild.2020.109936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082867117&doi=10.1016%2fj.enbuild.2020.109936&partnerID=40&md5=b5e2e89f9e69091baa406826ee13380e","Energy & Climate Change Group, Faculty of Engineering and Physical Sciences, University of Southampton, Burgess Road, Southampton, SO16 7QF, United Kingdom; Lancaster Institute for the Contemporary Arts, Lancaster University, Lancaster, LA1 4YW, United Kingdom; Architecture and Interior Architecture, German Jordanian University, Mu'ath bin Jabal Street, Amman, 35247, Jordan; Interior Architecture and Built Environment, Yonsei University, 50 Yonsei-Ro Seodaemun-Ku, Seoul, 3722, South Korea; School of Architecture, Design and Planning, The University of Sydney, 148 City Road, Sydney, 2006, Australia; Department of Architecture, Design and Media Technology CREATE, Aalborg University, Rendsburggade 14, Aalborg, 9000, Denmark; Building Science, British Columbia Institute of Technology (BCIT), 3700 Willingdon Avenue, Vancouver, V5G 3H2, Canada; Centre for Advanced Research in Building Science and Energy, CEPT University, K.L. Campus, Navarangpura, Ahmedabad, 380009, India; Sustainable Buildings Research Centre, University of Wollongong, Squires Way, Innovation Campus, Wollongong, 2519, Australia; Building Science Group (Fachgebiert Bauphysik & Technischer Ausbau), Karlsruhe Institute of Technology (KIT), Englerstr. 7, D, Karlsruhe, 76131, Germany","Gauthier, S., Energy & Climate Change Group, Faculty of Engineering and Physical Sciences, University of Southampton, Burgess Road, Southampton, SO16 7QF, United Kingdom; Bourikas, L., Lancaster Institute for the Contemporary Arts, Lancaster University, Lancaster, LA1 4YW, United Kingdom; Al-Atrash, F., Architecture and Interior Architecture, German Jordanian University, Mu'ath bin Jabal Street, Amman, 35247, Jordan; Bae, C., Interior Architecture and Built Environment, Yonsei University, 50 Yonsei-Ro Seodaemun-Ku, Seoul, 3722, South Korea; Chun, C., Interior Architecture and Built Environment, Yonsei University, 50 Yonsei-Ro Seodaemun-Ku, Seoul, 3722, South Korea; de Dear, R., School of Architecture, Design and Planning, The University of Sydney, 148 City Road, Sydney, 2006, Australia; Hellwig, R.T., Department of Architecture, Design and Media Technology CREATE, Aalborg University, Rendsburggade 14, Aalborg, 9000, Denmark; Kim, J., School of Architecture, Design and Planning, The University of Sydney, 148 City Road, Sydney, 2006, Australia; Kwon, S., Interior Architecture and Built Environment, Yonsei University, 50 Yonsei-Ro Seodaemun-Ku, Seoul, 3722, South Korea; Mora, R., Building Science, British Columbia Institute of Technology (BCIT), 3700 Willingdon Avenue, Vancouver, V5G 3H2, Canada; Pandya, H., Centre for Advanced Research in Building Science and Energy, CEPT University, K.L. Campus, Navarangpura, Ahmedabad, 380009, India; Rawal, R., Centre for Advanced Research in Building Science and Energy, CEPT University, K.L. Campus, Navarangpura, Ahmedabad, 380009, India; Tartarini, F., Sustainable Buildings Research Centre, University of Wollongong, Squires Way, Innovation Campus, Wollongong, 2519, Australia; Upadhyay, R., Building Science, British Columbia Institute of Technology (BCIT), 3700 Willingdon Avenue, Vancouver, V5G 3H2, Canada; Wagner, A., Building Science Group (Fachgebiert Bauphysik & Technischer Ausbau), Karlsruhe Institute of Technology (KIT), Englerstr. 7, D, Karlsruhe, 76131, Germany","Gauthier, S.; Energy & Climate Change Group, Burgess Road, United Kingdom; email: s.gauthier@soton.ac.uk",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85082867117
"Xie Y., Niu J., Zhang H., Liu S., Liu J., Huang T., Li J., Mak C.M.","57191880917;55497019700;37056565100;57216205074;56504260100;57196350002;57196344438;57195552977;","Development of a multi-nodal thermal regulation and comfort model for the outdoor environment assessment",2020,"Building and Environment","176",,"106809","","",,13,"10.1016/j.buildenv.2020.106809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082805635&doi=10.1016%2fj.buildenv.2020.106809&partnerID=40&md5=385d38c5d0c2b279561efbec2eef4f4e","Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Center for Built and Environment, University of California, Berkeley, CA  94720, United States; School of Built Environment, The University of New South Wales, Sydney, Australia; College of Environmental Science and Engineering, Donghua University, Shanghai, China","Xie, Y., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Niu, J., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Zhang, H., Center for Built and Environment, University of California, Berkeley, CA  94720, United States; Liu, S., School of Built Environment, The University of New South Wales, Sydney, Australia; Liu, J., College of Environmental Science and Engineering, Donghua University, Shanghai, China; Huang, T., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Li, J., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong; Mak, C.M., Department of Building Services Engineering, The Hong Kong Polytechnic University, Hunghom, Kowloon, Hong Kong","Niu, J.; Department of Building Services Engineering, Hunghom, Hong Kong; email: bejlniu@polyu.edu.hk",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85082805635
"Ko W.H., Schiavon S., Zhang H., Graham L.T., Brager G., Mauss I., Lin Y.-W.","57203903986;36976643300;37056565100;55237814100;6602205566;7801461623;57219620903;","The impact of a view from a window on thermal comfort, emotion, and cognitive performance",2020,"Building and Environment","175",,"106779","","",,51,"10.1016/j.buildenv.2020.106779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082008691&doi=10.1016%2fj.buildenv.2020.106779&partnerID=40&md5=35225260b72aaa2176defe4216b1df8e","Center for the Built Environment, University of California, Berkeley, United States; Department of Psychology, University of California, Berkeley, United States; Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States","Ko, W.H., Center for the Built Environment, University of California, Berkeley, United States; Schiavon, S., Center for the Built Environment, University of California, Berkeley, United States; Zhang, H., Center for the Built Environment, University of California, Berkeley, United States; Graham, L.T., Center for the Built Environment, University of California, Berkeley, United States; Brager, G., Center for the Built Environment, University of California, Berkeley, United States; Mauss, I., Department of Psychology, University of California, Berkeley, United States; Lin, Y.-W., Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States","Ko, W.H.390 Wurster Hall, United States; email: wonheeko@berkeley.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85082008691
"Kallio J., Vildjiounaite E., Koivusaari J., Räsänen P., Similä H., Kyllönen V., Muuraiskangas S., Ronkainen J., Rehu J., Vehmas K.","57192987776;12244533200;57118362500;23470826600;16176522500;14035799900;53878119500;6602867844;35318975200;37027634900;","Assessment of perceived indoor environmental quality, stress and productivity based on environmental sensor data and personality categorization",2020,"Building and Environment","175",,"106787","","",,15,"10.1016/j.buildenv.2020.106787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081697453&doi=10.1016%2fj.buildenv.2020.106787&partnerID=40&md5=d11abd05e2e75c843d5575d1887bb449","VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; VTT Technical Research Centre of Finland Ltd., Vuorimiehentie 3, Espoo, 02150, Finland","Kallio, J., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Vildjiounaite, E., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Koivusaari, J., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Räsänen, P., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Similä, H., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Kyllönen, V., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Muuraiskangas, S., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Ronkainen, J., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Rehu, J., VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Oulu, 90571, Finland; Vehmas, K., VTT Technical Research Centre of Finland Ltd., Vuorimiehentie 3, Espoo, 02150, Finland","Kallio, J.; VTT Technical Research Centre of Finland Ltd., Kaitoväylä 1, Finland; email: johanna.kallio@vtt.fi",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85081697453
"Jiao Y., Yu H., Yu Y., Wang Z., Wei Q.","57191222046;39462325100;57193504626;57193503661;57193498759;","Adaptive thermal comfort models for homes for older people in Shanghai, China",2020,"Energy and Buildings","215",,"109918","","",,21,"10.1016/j.enbuild.2020.109918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081130582&doi=10.1016%2fj.enbuild.2020.109918&partnerID=40&md5=454fb1745d26048f22b775ef85a445db","College of Architecture and Urban Planning, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; Age-Friendly Community Research Center of Tongji University, Shanghai, China; Shanghai Key Laboratory of Urban Renewal and Spatial Optimization Technology, Shanghai, China; Key Laboratory of Ecology and Energy Saving Study of Dense Habitat (Tongji University), Ministry of Education, Shanghai, China; Center for the Built Environment, University of California, Berkeley, United States","Jiao, Y., College of Architecture and Urban Planning, Tongji University, Shanghai, China, Shanghai Key Laboratory of Urban Renewal and Spatial Optimization Technology, Shanghai, China; Yu, H., School of Mechanical Engineering, Tongji University, Shanghai, China, Key Laboratory of Ecology and Energy Saving Study of Dense Habitat (Tongji University), Ministry of Education, Shanghai, China; Yu, Y., College of Architecture and Urban Planning, Tongji University, Shanghai, China, Age-Friendly Community Research Center of Tongji University, Shanghai, China; Wang, Z., School of Mechanical Engineering, Tongji University, Shanghai, China, Center for the Built Environment, University of California, Berkeley, United States; Wei, Q., School of Mechanical Engineering, Tongji University, Shanghai, China","Yu, H.; School of Mechanical Engineering, China; email: tjyuhang@163.com",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85081130582
"Alnuaimi A.N., Natarajan S.","57216988937;21743141100;","The energy cost of cold thermal discomfort in the global south",2020,"Buildings","10","5","93","","",,3,"10.3390/BUILDINGS10050093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085662515&doi=10.3390%2fBUILDINGS10050093&partnerID=40&md5=bc4ec51d16290e0769d02422d96c7346","Department of Architecture and Civil Engineering, University of Bath, Bath, BA2 7AY, United Kingdom","Alnuaimi, A.N., Department of Architecture and Civil Engineering, University of Bath, Bath, BA2 7AY, United Kingdom; Natarajan, S., Department of Architecture and Civil Engineering, University of Bath, Bath, BA2 7AY, United Kingdom","Natarajan, S.; Department of Architecture and Civil Engineering, United Kingdom; email: s.natarajan@bath.ac.uk",,"MDPI AG",20755309,,,,"English","Buildings",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85085662515
"Tabor J., Chatterjee K., Ghosh T.K.","57205629496;57193126455;26643436000;","Smart Textile-Based Personal Thermal Comfort Systems: Current Status and Potential Solutions",2020,"Advanced Materials Technologies","5","5","1901155","","",,43,"10.1002/admt.201901155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082808528&doi=10.1002%2fadmt.201901155&partnerID=40&md5=681b2092b596e2875597a54850a80716","Department of Textile Engineering, Chemistry and Science, Wilson College of Textiles, North Carolina State University, 1020 Main Campus Drive, Raleigh, NC  27606, United States","Tabor, J., Department of Textile Engineering, Chemistry and Science, Wilson College of Textiles, North Carolina State University, 1020 Main Campus Drive, Raleigh, NC  27606, United States; Chatterjee, K., Department of Textile Engineering, Chemistry and Science, Wilson College of Textiles, North Carolina State University, 1020 Main Campus Drive, Raleigh, NC  27606, United States; Ghosh, T.K., Department of Textile Engineering, Chemistry and Science, Wilson College of Textiles, North Carolina State University, 1020 Main Campus Drive, Raleigh, NC  27606, United States","Ghosh, T.K.; Department of Textile Engineering, 1020 Main Campus Drive, United States; email: tghosh@ncsu.edu",,"Wiley-Blackwell",2365709X,,,,"English","Adv. Mater. Technol.",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85082808528
